Term	ID	es	nes	pval	sidak	fdr	geneset_size	leading_edge	propagated_edge
Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)	R-HSA-975957	0.32734317607983665	-0.0	1.0	1.0	1.0	44	SMG6	RPL7A,NCBP1,PPP2R2A,RPL36AL,RPL22,MAGOH,RPS27,ETF1,RPL39L,RPL3,RPS6,RPL13,RPS27A,PPP2R1A,RPL38,RPL31,RPS29,PPP2CA,RPL14,RPL35,UPF1,RPL4,SMG1,RPS24,RPS13,RPS5,RPL26L1,RPSA,RPL37,RPL7,UPF2,RPL28,RPS15,RPL24,RPL6,PABPC1,RPL35A,RPS15A,RPL37A,NCBP2,RPS2,RPL41,RPL30,RPS8,RPS7,RPL17,RPL3L,RPL10A,RPL10,RPS11,RPS10,UBA52,RPS20,RPS4Y2,FAU,RPL8,GSPT2,RPLP0,RPL27A,RPS23,UPF3A,GSPT1,RBM8A,RPL36,RPS19,RPL26,RPS21,RPS18,RPS14,UPF3B,RPL11,RPS3A,RPL13A,RPS4Y1,RNPS1,RPL5,RPL19,RPL12,RPL18A,PNRC2,RPL29,RPS9,RPL15,SMG6,RPLP1,RPL21,RPL27,EIF4G1,RPL32,EIF4A3,RPL39,RPL34,MAGOHB,SMG7,RPL23A,CASC3,RPL18,RPL10L,RPS17,RPS4X,RPL36A,RPS3,DCP1A,RPL22L1,RPS27L,RPL9,RPL23,RPS28,RPS12,SMG8,RPS25,RPS16,SMG9,RPS26,RPLP2
Nonhomologous End-Joining (NHEJ)	R-HSA-5693571	0.33773360862872437	-0.0	1.0	1.0	1.0	20	HERC2,ATM	H4C3,BRCA1,ATM,PIAS4,H2BC5,NHEJ1,XRCC5,H4C13,H4C15,H3-4,H4C14,H2BC9,RIF1,POLL,BABAM2,H4C4,H2BC8,BRCC3,H2BC21,H4C16,ABRAXAS1,H2BC3,H4C1,H4C12,H2BC6,RNF168,H2BC1,H2BC11,LIG4,MDC1,NSD2,H2BC13,XRCC4,UBE2N,H2BC17,MRE11,TP53BP1,H2BC14,H2BC10,RAD50,H2BC7,H4C2,RNF8,H2BC15,H2AX,POLM,H4C11,H4C9,H2BC12,H4C8,H2BC4,H4C5,DCLRE1C,BARD1,BABAM1,H4C6,TDP2,TDP1,H2BC26,PRKDC,H2BC12L,PAXIP1,UBE2V2,HERC2,UIMC1,NBN,KAT5
Mitotic Prometaphase	R-HSA-68877	0.2899819400363087	-0.0	1.0	1.0	1.0	46	SPC24,CENPC,NUF2,SPDL1,B9D2,MAD1L1,KIF18A	PMF1,SPDL1,PPP2R5C,ZWINT,KNL1,RPS27,ZW10,KIF18A,CENPA,CLASP1,KNTC1,DYNLL1,RCC2,NUP133,CENPH,TUBB2A,NUP98,DYNC1I2,SKA1,NSL1,ERCC6L,B9D2,DYNC1H1,SPC25,KIF2C,SKA2,PPP2R1A,NUDC,NUP37,ZWILCH,NUP107,TUBA4A,DYNLL2,TUBA3D,PPP2R5B,CKAP5,MAD2L1,DSN1,SEH1L,TUBA3E,BUB1,RANGAP1,TUBA8,XPO1,BUB1B,MAPRE1,SGO2,TAOK1,NDE1,CENPL,TUBA4B,TUBB4A,NUP43,SGO1,CENPU,AURKB,MAD1L1,PPP2R1B,PPP2CA,INCENP,KIF2A,PPP2R5E,PLK1,AHCTF1,TUBB4B,PAFAH1B1,SPC24,TUBA3C,CENPS,CENPE,TUBB3,CENPI,NUF2,RANBP2,CLASP2,NDEL1,DYNC1I1,KIF2B,BIRC5,CENPO,TUBA1A,CENPQ,CDC20,CENPF,DYNC1LI2,PPP1CC,NDC80,TUBB2B,CENPK,TUBB6,SEC13,CENPT,TUBB8,TUBA1C,NUP85,PPP2CB,TUBB8B,BUB3,PPP2R5D,PPP2R5A,CENPP,CENPC,ITGB3BP,CDCA8,MIS12,TUBAL3,NUP160,CENPN,TUBB1,CLIP1,TUBA1B,DYNC1LI1
SARS-CoV-2 modulates host translation machinery	R-HSA-9754678	0.30337456254237233	-0.0	1.0	1.0	1.0	20		RPS7,RPS24,RPS13,RPS5,SNRPF,RPS27,RPS11,RPS10,GEMIN2,RPS20,RPS4Y2,FAU,RPS6,RPSA,RPS27A,RPS23,RPS15,GEMIN5,RPS19,GEMIN4,RPS21,SNRPE,RPS18,RPS17,GEMIN7,RPS14,RPS4X,RPS3A,RPS3,SMN2,RPS27L,SNRPD2,RPS4Y1,SNRPD1,RPS28,RPS12,SNRPB,RPS15A,RPS29,SNRPD3,SMN1,RPS25,RPS16,RPS2,SNRPG,GEMIN8,RPS26,RPS9,GEMIN6,DDX20
Neddylation	R-HSA-8951664	0.20954018380349262	-0.0	1.0	1.0	1.0	92	PSMA4,CDKN1A,FBXL22,PSMD13,COP1,EPAS1,SPSB1,KLHL42	FBXO44,OBSL1,PSMD6,RPS27A,PSMB4,ERCC8,FBXW4,DCAF6,UBE2D1,KLHL42,GPS1,FBXW10,ASB8,WSB1,EPAS1,COP1,CUL2,DCUN1D4,CISH,KLHL2,PSMD14,PSMA5,ASB18,FBXO2,KLHL5,ASB17,CUL5,RBBP7,DCUN1D3,SENP8,ANKRD9,FBXL5,DCAF10,WDTC1,KLHL22,ZBTB16,ASB3,FBXL8,ASB1,COMMD10,ASB12,PSMC5,DCUN1D5,SPSB2,DDB2,UBE2F,FBXO27,FBXO22,FBXO40,RBBP5,PSMB1,BTBD1,LRRC41,ASB15,COPS2,NUB1,UBB,SKP2,CUL3,TULP4,COPS3,NEDD8,KLHL13,NFE2L2,UBA3,UBD,PSMB2,UBA52,FBXL18,MUL1,WDR5,PSMC3,FBXL16,FBXO4,DCUN1D1,SKP1,FBXO10,ASB7,ASB6,FBXO21,PSMA3,SOCS5,COPS4,COPS7B,RBX1,FBXW12,FBXL7,PSMD13,UFD1,PSMD1,PSMA4,COMMD6,SPSB3,KBTBD13,PSMC4,UCHL3,DCUN1D2,GAN,FBXO41,FBXW7,CUL4A,NEURL2,DCAF11,CUL1,DTL,KLHL41,VCP,ASB4,CCDC8,FBXW2,PSMD2,FBXO17,KLHL3,COMMD9,FBXW9,PSMB7,PSMB5,BRCA1,ADRM1,PSMD3,KBTBD6,WSB2,PSMC6,NAE1,KLHL9,PALB2,ASB14,FBXL4,COMMD2,UBE2M,DCAF13,PSMA2,HIF3A,SPSB1,DDB1,FBXL20,ASB13,FBXO6,PSMC2,FBXO32,COPS6,CAND1,DCAF7,ASB11,COMMD3,ASB16,FBXW8,CCNF,FBXL13,FBXL22,CCDC22,PSMA1,NPLOC4,PSMD11,FBXO9,SPSB4,COMMD7,PSMC1,CUL9,BTRC,PUM2,FBXL14,KBTBD7,COMMD5,PSMD12,UBC,COMMD4,PSMA6,DDA1,DCAF8,CDKN1A,FBXO30,LRR1,KLHL20,PSMB3,SOCS6,HIF1A,FBXO11,FBXO7,RNF7,DCAF4,PSMA7,COPS8,KCTD7,ELOB,FEM1A,FBXW11,UBXN7,KCTD6,VHL,FBXL19,SEM1,BTBD6,DPP3,ASB10,PSMB6,CUL7,KLHL25,LMO7,UBE2D2,KLHL21,PSMD8,AMER1,KBTBD8,KEAP1,SOCS2,COPS5,UBE2D3,FBXW5,FBXO15,SQSTM1,FBXO31,BIRC5,COPS7A,ASB5,ELOC,DCAF16,FBXL3,DCAF5,PSMD7,ASB2,FBXL15,FEM1C,FBXL12,COMMD1,SOCS3,DCAF17,COMMD8,ASB9,KLHL11,CUL4B
Role of LAT2/NTAL/LAB on calcium mobilization	R-HSA-2730905	0.22679154492890527	-0.0	1.0	1.0	1.0	10		IGHE,IGHV1-2,IGLV2-14,IGKV1-39,IGKV3-11,IGLV3-27,IGKV3-15,IGLC2,IGKV3-20,MS4A2,IGHV1-46,IGKV2-30,IGHV4-34,FCER1A,IGLV3-19,IGKV1D-39,IGHV2-5,IGHV3-48,IGKV1-17,IGHV3-11,GRB2,IGKV1D-12,IGLV1-51,IGKV3D-20,IGLV3-1,PDPK1,PIK3R1,IGKV1D-33,IGLV6-57,IGHV1-69,IGLV2-11,LYN,PIK3CA,IGHV3-33,IGLV2-23,PIK3R2,FCER1G,PIK3CB,IGLV1-44,IGKV2-28,IGLV3-21,IGHV3-30,SOS1,IGKV1D-16,IGLC3,IGKV4-1,IGLV1-40,LAT2,SYK,SHC1,IGHV2-70,IGHV4-39,IGKV5-2,IGHV3-13,IGLV7-43,IGKV1-33,IGHV3-23,IGHV3-53,IGKV1-5,IGKV2D-28,IGHV3-7,IGLV1-47,FYN,IGHV4-59,IGKV1-16,IGKV1-12,IGLV3-25,IGKV2D-30,IGKV2D-40,IGLV2-8
Negative regulation of FGFR4 signaling	R-HSA-5654733	0.33742022909421665	-0.0	1.0	1.0	1.0	17	MAPK3,PTPN11	KLB,UBB,FGF19,GRB2,PTPN11,MAPK3,FGF17,FGF4,MAPK1,UBA52,FGF1,FGF8,CBL,FGFR4,FGF9,UBC,FGF16,RPS27A,FGF18,FGF6,FGF20,FGF23,FRS2
Negative regulation of MAPK pathway	R-HSA-5675221	0.2554331809684982	-0.0	1.0	1.0	1.0	24	DUSP10,MARK3,DUSP6	UBB,PAQR3,PPP2R5C,DUSP7,MAPK1,DUSP6,DUSP8,KRAS,DUSP9,UBA52,ARAF,NRAS,DUSP1,DUSP4,RPS27A,PTPN7,BRAP,DUSP2,PPP2R1A,PEBP1,PPP2R5B,MAPK3,DUSP16,PPP2CB,DUSP5,DUSP10,PTPN3,MARK3,PPP5C,PPP2R5D,PPP2R5A,KSR1,PPP2R1B,YWHAB,BRAF,MAPK12,PPP2CA,UBC,RAF1,PPP2R5E
Retrograde transport at the Trans-Golgi-Network	R-HSA-6811440	0.17593936512003214	-0.0	1.0	1.0	1.0	22		STX16,COG6,STX10,VAMP3,RAB43,IGF2R,RAB9A,NAPB,COG8,COG2,SYS1,NAA38,VPS53,USP6NL,COG7,TMF1,RAB6A,RAB9B,ARFIP2,COG1,RAB6B,GCC1,RHOBTB3,VPS51,COG3,RIC1,NAA35,COG5,M6PR,VTI1A,COG4,NAA30,GOLGA4,TGOLN2,PLIN3,NSF,NAPG,SCOC,GOLGA1,GCC2,ARL1,VAMP4,RGP1,VPS52,STX6,NAPA,RABEPK,ARFRP1
Negative regulation of NMDA receptor-mediated neuronal transmission	R-HSA-9617324	0.2983462284341232	-0.0	1.0	1.0	1.0	13	PPM1E,CAMK2B,DLG4,DLG1,CAMK2D,LRRC7,CAMK2G,CAMK2A,DLG3,CAMK4,DLG2	GRIN2B,DLG1,ACTN2,CAMK2G,PPM1E,DLG3,CAMK1,GRIN2C,CAMK2A,GRIN2D,LRRC7,CAMK4,CAMK2D,CAMK2B,CALM1,PPM1F,NEFL,DLG4,GRIN1,DLG2
Negative regulation of NOTCH4 signaling	R-HSA-9604323	0.30197743377786956	-0.0	1.0	1.0	1.0	20	TACC3,PSMA4	PSMB5,PSMA6,ADRM1,UBB,PSMD8,PSMD3,PSMD13,PSMB3,PSMD1,PSMC6,PSMA4,PSMB2,UBA52,PSMA7,PSMC4,PSMD6,PSMA1,PSMC3,RPS27A,PSMC5,AKT1,PSMB4,PSMD11,PSMA2,PSMC1,FBXW7,PSMD7,SKP1,YWHAZ,CUL1,SEM1,PSMA3,PSMC2,PSMD14,PSMA5,TACC3,PSMD2,PSMD12,UBC,PSMB1,PSMB6,NOTCH4,RBX1
Response of EIF2AK4 (GCN2) to amino acid deficiency	R-HSA-9633012	0.1804921440888672	-0.0	1.0	1.0	1.0	36		RPS8,RPL36AL,RPS7,RPL17,RPL3L,RPL22,RPL10A,RPL10,RPS27,DDIT3,RPS11,RPS10,UBA52,RPL39L,RPL3,RPS4Y2,RPS20,FAU,ATF4,RPS6,RPL8,RPL13,RPS27A,RPLP0,RPL27A,RPS23,RPL36,RPS19,RPL38,RPL26,RPS21,RPS18,RPS14,RPL11,RPS3A,GCN1,EIF2S2,TRIB3,RPL13A,RPL31,RPS4Y1,CEBPG,RPL5,RPS29,RPL19,RPL14,RPL12,RPL35,RPL18A,EIF2AK4,RPL29,RPS9,RPL4,RPL15,RPS24,RPS13,RPLP1,RPS5,EIF2S1,ATF3,RPL21,RPL27,ASNS,RPL32,RPL39,RPL26L1,IMPACT,RPL34,RPSA,RPL37,RPL7,EIF2S3,RPL28,RPL23A,RPS15,RPL24,RPL6,RPL18,RPL10L,RPS17,RPS4X,RPL36A,RPL35A,RPS3,RPL22L1,RPS27L,RPL9,RPL23,RPS28,ATF2,RPS12,CEBPB,RPS15A,RPL37A,RPS25,RPS16,RPS2,RPS26,RPLP2,RPL41,RPL30
Response of EIF2AK1 (HRI) to heme deficiency	R-HSA-9648895	0.3401330536065195	-0.0	1.0	1.0	1.0	7	GRB10	ATF3,DDIT3,EIF2S2,TRIB3,ATF5,ASNS,PPP1R15A,CEBPG,CEBPB,ATF4,EIF2AK1,GRB10,EIF2S3,CHAC1
Negative regulation of TCF-dependent signaling by WNT ligand antagonists	R-HSA-3772470	0.28481587501819955	-0.0	1.0	1.0	1.0	13		WNT9A,SOST,DKK4,LRP5,DKK2,WNT3A,SFRP2,WNT4,WIF1,DKK1,WNT5A,KREMEN1,SFRP1,LRP6
Resolution of Sister Chromatid Cohesion	R-HSA-2500257	0.32299525830083736	-0.0	1.0	1.0	1.0	50	SPC24,CENPC,NUF2,SPDL1,STAG1,B9D2,MAD1L1,KIF18A	SPDL1,KNL1,RPS27,ZW10,CENPA,CLASP1,RCC2,DYNLL1,NUP133,NUP98,SKA1,KIF2C,DYNC1H1,PPP2R1A,STAG1,NUDC,NUP37,DYNLL2,TUBA3D,PPP2R5B,MAD2L1,TUBA3E,RANGAP1,TUBA8,MAPRE1,PPP2R1B,STAG2,CENPU,HDAC8,PPP2CA,KIF2A,TUBB4B,CENPS,TUBB3,NUF2,RANBP2,NDEL1,DYNC1I1,TUBA1A,CENPQ,CENPF,SMC3,DYNC1LI2,CENPK,TUBB6,TUBB8,FIRRM,PPP2R5D,PPP2R5A,CENPP,ITGB3BP,MIS12,TUBAL3,NUP160,CENPN,TUBA1B,DYNC1LI1,CENPM,PMF1,CCNB2,PPP2R5C,ZWINT,KIF18A,KNTC1,CENPH,TUBB2A,DYNC1I2,NSL1,ERCC6L,CDK1,B9D2,SPC25,SKA2,ZWILCH,NUP107,TUBA4A,CDCA5,CKAP5,DSN1,SEH1L,BUB1,XPO1,BUB1B,SGO2,NDE1,TAOK1,CENPL,TUBA4B,TUBB4A,NUP43,SGO1,AURKB,MAD1L1,INCENP,CCNB1,PPP2R5E,PLK1,AHCTF1,PAFAH1B1,SPC24,TUBA3C,CENPE,CENPI,CLASP2,KIF2B,BIRC5,CENPO,CDC20,WAPL,PPP1CC,RAD21,NDC80,TUBB2B,SEC13,CENPT,NUP85,TUBA1C,PDS5A,PPP2CB,TUBB8B,BUB3,CENPC,CDCA8,SMC1A,TUBB1,CLIP1
Neurexins and neuroligins	R-HSA-6794361	0.12489270942164798	-0.0	1.0	1.0	1.0	34	NRXN3,GRM5	NRXN2,LRRTM2,DLGAP3,SYT10,NRXN1,DLGAP1,NLGN4X,CASK,DLG3,SYT7,STXBP1,LIN7A,SYT12,LRRTM4,LIN7C,DBNL,DLGAP4,SYT9,GRM1,SHARPIN,APBA2,NLGN1,LRRTM3,EPB41L5,HOMER1,GRIN1,SYT2,PDLIM5,GRIN2B,SHANK1,NLGN4Y,APBA3,NLGN3,HOMER2,EPB41L1,EPB41,BEGAIN,SHANK2,GRIN2C,NLGN2,SYT1,EPB41L3,APBA1,STX1A,GRIN2D,NRXN3,HOMER3,SIPA1L1,LIN7B,LRRTM1,DLGAP2,DLG4,EPB41L2,DLG2,GRM5
Neutrophil degranulation	R-HSA-6798695	0.2766703146089819	-0.0	1.0	1.0	1.0	205	PTPRJ,MANBA,OLFM4,CRISPLD2,CD44,SELL,HP,SERPINA1,HBB,RNASET2,RAB5B,FCGR2A,RAB18,SLC44A2,HRNR,PTPRC,CTSH,GLB1,C3,PSMD13,NFKB1,CTSS	ATP8B4,CD47,SLC11A1,HBB,MAGT1,FCGR3B,VCL,TYROBP,RAB27A,PSMD6,FGL2,GRN,CHI3L1,CYBA,CYBB,DERA,PPIE,LTA4H,PECAM1,MCEMP1,PGLYRP1,AHSG,ILF2,PSMA5,RAB5C,TRAPPC1,TLR2,TCN1,FCN1,GLA,ATP8A1,NBEAL2,RAB7A,AGPAT2,PRG3,NEU1,SIGLEC9,HSP90AB1,CHIT1,PRSS2,IRAG2,ORMDL3,CD14,PTPRB,GLB1,B2M,RAB37,ATP11B,AP2A2,ADGRE3,PSMB1,GMFG,DYNC1LI1,GLIPR1,ACAA1,CPNE1,CTSZ,VAPA,XRCC5,NFASC,HSPA6,CXCL1,NDUFC2,S100A8,PSMC3,TNFAIP6,LILRA3,GALNS,TTR,GPI,QSOX1,RAC1,EEF1A1,CDA,AOC1,C3AR1,SLPI,ALOX5,CEACAM3,PPIA,TRPM2,PLAC8,CAMP,CTSS,VPS35L,MGST1,PRSS3,PSAP,LAMTOR2,GYG1,MAPK1,DNASE1L1,ATP6AP2,RNASE3,MIF,CTSB,ADA2,LRG1,PGM1,MMP25,APEH,GSN,CD36,TNFRSF1B,LCN2,VCP,PRTN3,DEGS1,AGL,CDK13,SLCO4C1,TOLLIP,PSMD2,EPX,COMMD9,PSMB7,RHOG,TMEM179B,CSTB,VAMP8,SCAMP1,BPI,DGAT1,SNAP25,FRK,HVCN1,FPR1,IMPDH2,SDCBP,PSMA2,TBC1D10C,CFD,SERPINB12,MLEC,DNAJC5,ACTR2,PIGR,PKP1,CXCR1,ACTR1B,PRG2,CST3,STING1,OLFM4,HLA-C,GSTP1,FGR,GM2A,DDOST,RAB6A,SERPINA3,CXCR2,MMP8,PTX3,PSMD11,RNASET2,CALML5,CD58,PYGL,RHOA,SERPINB3,HSP90AA1,ATG7,ENPP4,LTF,PSMD12,MGAM,DEFA4,XRCC6,PDXK,FUCA1,CD93,ATP6V0A1,TOM1,HSPA1A,ORM1,FLG2,FUCA2,CMTM6,HGSNAT,LAMP1,P2RX1,SIRPA,CLEC4C,HPSE,HEBP2,AP1M1,MAN2B1,CSNK2B,AZU1,CFP,MME,SLC44A2,NAPRT,RAB4B,PADI2,SERPINA1,NRAS,ATAD3B,CPPED1,CD300A,FRMPD3,NME2,DOK3,APRT,S100A12,LAMTOR1,NHLRC3,IST1,ANPEP,RAB10,ADGRE5,HUWE1,APAF1,DEFA1B,FAF2,HK3,PFKL,MNDA,PDAP1,SELL,C3,GGH,CLEC12A,S100A11,RETN,ARHGAP45,DYNC1H1,CAT,CTSD,DSG1,C1orf35,PAFAH1B2,CHRNB4,CKAP4,S100A9,LPCAT1,TMEM63A,ARL8A,SNAP23,PSMD14,GPR84,MAPK14,LAMP2,HSPA1B,CTSA,C5AR1,CTSG,RAP2B,CD33,PLAU,COPB1,FCAR,CLEC5A,TSPAN14,NCKAP1L,ARHGAP9,BRI3,FABP5,DEFA1,SLC27A2,PNP,ELANE,RAP2C,S100A7,HSPA8,RAB5B,CD59,SERPINB6,PTPRN2,ERP44,IQGAP2,PRCP,PGAM1,PGRMC1,CEP290,CD55,BST2,CYB5R3,ASAH1,NIT2,QPCT,PTPN6,UNC13D,PTGES2,B4GALT1,GDI2,NFAM1,SLC2A3,ALAD,VNN1,RAB9B,SIRPB1,LAIR1,TMC6,CEACAM8,DIAPH1,FCGR2A,DSN1,ANO6,CRACR2A,MOSPD2,OSCAR,CAP1,DYNLT1,PLEKHO2,SIGLEC14,PYGB,STOM,CCT8,PTAFR,AMPD3,SIGLEC5,ANXA2,TCIRG1,PLAUR,MANBA,PSMD13,KRT1,TXNDC5,PSMD1,FOLR3,TUBB,GAA,CANT1,ALDH3B1,MVP,RAB31,IMPDH1,LRRC7,KPNB1,UBR4,ITGB2,YPEL5,CD53,STBD1,TARM1,HP,VAT1,RAB24,CD177,NCSTN,CRISPLD2,SPTAN1,RAB3D,ROCK1,ATP6V1D,ACTR10,CEACAM6,PSMD3,RAP1B,DYNLL1,COTL1,HMOX2,NFKB1,HLA-B,SERPINB10,CAPN1,AGA,S100P,IQGAP1,CTSH,BST1,HMGB1,HEXB,SRP14,CLEC4D,RAP1A,PSMC2,ADAM10,ARG1,CPNE3,STK10,CD63,PYCARD,TMT1A,CAND1,NPC2,ALDOA,DDX3X,COMMD3,DOCK2,FTH1,TUBB4B,LILRB3,IGF2R,BIN2,MPO,RAB44,PTPRC,OSTF1,ABCA13,IDH1,LYZ,ACLY,ARMC8,GUSB,CD44,PRKCD,ADAM8,SLC15A4,ITGAM,KCNAB2,EEF2,SERPINB1,TIMP2,CYSTM1,ARSA,TMBIM1,LGALS3,SVIP,DSC1,GOLGA7,CAB39,RAB18,SYNGR1,GSDMD,ORM2,PLD1,SNAP29,C6orf120,LAMTOR3,CEACAM1,PRDX6,ARSB,ACP3,GCA,CR1,ITGAV,RAB3A,TMEM30A,CCT2,MS4A3,ADGRG3,PTPRJ,PPBP,RAB14,ALDOC,PGM2,DNAJC13,HRNR,FPR2,SLC2A5,LILRB2,PKM,ITGAX,A1BG,JUP,FCER1G,CYFIP1,PA2G4,CRISP3,ARPC5,TICAM2,DBNL,PRDX4,ATP6V0C,PSEN1,OLR1,RNASE2,MMP9,KCMF1,PSMD7,SURF4,CNN2,RHOF,DSP,GHDC,CTSC,ATP11A,CD68,GNS,DNAJC3,STK11IP,ITGAL,DPP7,CREG1
Polymerase switching	R-HSA-69091	0.30906014762388945	-0.0	1.0	1.0	1.0	8	POLD3	PCNA,RFC2,POLD3,POLA2,RFC4,POLD4,POLA1,PRIM2,POLD1,PRIM1,RFC5,RFC1,POLD2
SCF-beta-TrCP mediated degradation of Emi1	R-HSA-174113	0.1973034561712344	-0.0	1.0	1.0	1.0	19	PSMA4	PSMB5,PSMA6,ADRM1,UBB,PSMD8,PSMD3,PSMD13,PSMB3,PSMD1,PSMC6,PSMA4,PSMB2,UBA52,PSMA7,PSMC4,PSMD6,CDC20,PSMA1,PSMC3,FZR1,RPS27A,PSMC5,PSMB4,PSMD11,PSMA2,PSMC1,PSMD7,SKP1,BTRC,CUL1,FBXO5,SEM1,PSMA3,PSMC2,PSMD14,PSMA5,PSMD2,PSMD12,UBC,PSMB1,PSMB6
Post-translational modification: synthesis of GPI-anchored proteins	R-HSA-163125	0.32466774782212654	-0.0	1.0	1.0	1.0	24	CNTN4,PSCA	ALPI,LYPD2,OTOA,GP2,RAET1G,TEX101,CEACAM5,CD52,LY6G6D,CEACAM7,FCGR3B,MDGA1,GPLD1,VNN1,PRSS21,LYPD6B,LYPD1,SPACA4,THY1,MDGA2,CNTN4,NTNG2,LY6E,CPM,OPCML,BST1,LY6D,CNTN3,RTN4RL1,RTN4RL2,NRN1,RAET1L,SPRN,ART4,VNN2,XPNPEP2,LY6G6C,PRSS41,PRND,LYPD3,RECK,NTM,CNTN5,LYPD5,ALPL,ART3,NRN1L,PSCA,ALPG,FOLR2,PLET1,LY6K,LY6H,GPIHBP1,CD109,MELTF,IZUMO1R,MSLN,LSAMP,ULBP2,TECTA,TECTB,NTNG1,LYPD8,LYPD4
Processing of DNA double-strand break ends	R-HSA-5693607	0.33436637331645763	-0.0	1.0	1.0	1.0	27	HERC2,EXO1,RPA1	H4C3,UBB,BLM,BRCA1,RPA1,RHNO1,PIAS4,RAD9B,H2BC5,PPP4R2,H4C13,H4C15,BRIP1,RMI1,H3-4,H4C14,UBA52,H2BC9,CLSPN,SUMO2,CHEK1,HUS1,EXO1,CCNA1,RPS27A,RFC5,RAD1,H4C4,BABAM2,TOPBP1,H2BC8,BRCC3,H2BC21,H4C16,ABRAXAS1,H2BC3,H4C1,DNA2,SIRT6,H4C12,H2BC6,RNF168,RAD9A,H2BC1,H2BC11,MDC1,NSD2,H2BC13,UBE2N,WRN,H2BC17,RFC3,RNF4,MRE11,ATR,CDK2,RFC2,TP53BP1,H2BC14,RPA2,RAD17,TIMELESS,RAD50,CCNA2,H2BC10,RMI2,RFC4,H4C2,H2BC7,RNF8,UBE2I,H2BC15,PPP4C,H2AX,TIPIN,H4C11,H4C9,H2BC12,H4C8,H2BC4,H4C5,ATRIP,BARD1,BABAM1,H4C6,H2BC26,H2BC12L,RBBP8,UBC,UBE2V2,HERC2,UIMC1,TOP3A,NBN,KAT5,RPA3
RHO GTPases Activate WASPs and WAVEs	R-HSA-5663213	0.26314829586294247	-0.0	1.0	1.0	1.0	21	NCK1,PTK2,MAPK3,CDC42	BAIAP2,WASF1,CYFIP1,MAPK1,ABI1,NCKAP1,WASL,NCKAP1L,ARPC5,ABI2,ARPC4,PTK2,ARPC2,WIPF1,ARPC3,ACTR3,RAC1,ARPC1A,GRB2,MAPK3,WIPF2,ARPC1B,ACTB,CDC42,ACTG1,BTK,NCKIPSD,WASF2,ACTR2,WAS,BRK1,ABL1,NCK1,WASF3,CYFIP2
RHO GTPases activate CIT	R-HSA-5625900	0.3272098385322487	-0.0	1.0	1.0	1.0	11	MYH9	RAC1,CDKN1B,CIT,MYL6,RHOA,MYL12B,MYL9,MYH11,RHOC,PRC1,KIF14,PPP1CB,MYH10,PPP1R12B,MYH9,PPP1R12A,RHOB,DLG4
Recycling of bile acids and salts	R-HSA-159418	0.28195216235803794	-0.0	1.0	1.0	1.0	7	SLCO1B1,SLC10A2,ABCB11,NCOA2,SLCO1A2,SLC10A1	SLCO1B1,SLC51A,SLCO1B3,ABCC3,NR1H4,RXRA,ALB,STARD5,SLC10A2,ABCB11,SLC10A1,SLCO1A2,BAAT,NCOA2,FABP6,SLC27A5,SLC51B
RHOA GTPase cycle	R-HSA-8980692	0.2398530208184942	-0.0	1.0	1.0	1.0	82	SLK,TAGAP,AKAP13,FAM13A,MCF2L,VAV3,NGEF,ARHGAP42,CAV1,PIK3R1,ARHGAP26,ARHGEF3,PKN2,RHPN2,PREX1	FAF2,ARHGAP42,ARHGEF7,FLOT2,VAPB,ABCD3,TFRC,C1QBP,NGEF,HMOX2,ABR,SLK,ARHGAP45,MYO9B,ARHGAP11A,ARHGAP30,ARHGAP26,ARHGAP1,PLEKHG4,VAV2,STARD13,FARP1,IQGAP1,RACGAP1,MACO1,SNAP23,ARHGAP19,STK10,KTN1,ARHGDIB,DOCK2,SCFD1,STARD8,DEF6,ARHGAP11B,ARHGAP24,ARHGAP9,ARHGEF19,YKT6,PLEKHG3,ARHGAP31,VAV1,PKN2,RHPN1,MCF2L,ARHGDIA,LMAN1,ARHGEF17,FMNL3,ROCK2,PLEKHG6,RHOA,TRIO,TIAM1,ECT2,BCAP31,OPHN1,TMEM87A,BCR,ARHGEF12,ERBIN,PLD1,EMC3,TJP2,MYO9A,VAV3,ACBD5,ARHGAP10,PKN3,CAVIN1,RHPN2,VANGL1,ARHGAP39,IQGAP3,KALRN,ARHGAP21,ARHGEF2,PCDH7,LBR,PREX1,ARHGEF15,ARHGAP5,RASGRF2,ARHGAP8,DIAPH1,ARHGEF3,DAAM1,NET1,ARHGAP4,VMA22,ARHGEF11,PIK3R1,ARHGAP40,ARAP1,DDRGK1,DEPDC1B,STOM,ARAP3,AAAS,TAGAP,STX5,DIAPH3,ARHGAP29,ARHGEF25,ARHGEF10,ARHGEF40,ARHGEF10L,JUP,PIK3R2,ARHGAP35,CIT,DLC1,VAMP3,ARHGAP6,RTKN,GMIP,ARHGAP32,ARAP2,ARHGAP28,MCF2,MCAM,ARHGEF5,ARHGAP23,ARHGAP44,STBD1,ARHGEF4,PLEKHG5,ARHGEF18,ARHGAP22,FAM13A,ARHGAP18,ANLN,TEX2,ARHGAP20,OBSCN,PKN1,FLOT1,TMPO,ARHGEF1,SOWAHC,ATP6AP1,CAV1,ROCK1,SRGAP1,PREX2,AKAP13,ARHGEF28,PGRMC2
