approvedSymbol	geneId	ID	Term	uniqueDiseases
TGFBR2	ENSG00000163513	R-HSA-162582;R-HSA-1643685;R-HSA-3656532;R-HSA-3304356;R-HSA-9839389;R-HSA-5663202;R-HSA-3304349;R-HSA-3656534;R-HSA-597592	Signal Transduction;Disease;TGFBR1 KD Mutants in Cancer;SMAD2/3 Phosphorylation Motif Mutants in Cancer;TGFBR3 regulates TGF-beta signaling;Diseases of signal transduction by growth factor receptors and second messengers;Loss of Function of SMAD2/3 in Cancer;Loss of Function of TGFBR1 in Cancer;Post-translational protein modification	5
TGFBR3	ENSG00000069702	R-HSA-162582;R-HSA-9006934;R-HSA-9839389	Signal Transduction;Signaling by Receptor Tyrosine Kinases;TGFBR3 regulates TGF-beta signaling	12
TGM1	ENSG00000092295	R-HSA-1266738	Developmental Biology	2
TGOLN2	ENSG00000152291	R-HSA-597592	Post-translational protein modification	1
TH	ENSG00000180176	R-HSA-209776	Metabolism of amine-derived hormones	9
THBS1	ENSG00000137801	R-HSA-162582;R-HSA-212436;R-HSA-73857;R-HSA-74160;R-HSA-1643685;R-HSA-9006934;R-HSA-597592	Signal Transduction;Generic Transcription Pathway;RNA Polymerase II Transcription;Gene expression (Transcription);Disease;Signaling by Receptor Tyrosine Kinases;Post-translational protein modification	4
THBS2	ENSG00000186340	R-HSA-162582;R-HSA-1643685;R-HSA-9006934;R-HSA-597592	Signal Transduction;Disease;Signaling by Receptor Tyrosine Kinases;Post-translational protein modification	6
THBS3	ENSG00000169231	R-HSA-162582;R-HSA-9006934	Signal Transduction;Signaling by Receptor Tyrosine Kinases	5
THBS4	ENSG00000113296	R-HSA-162582;R-HSA-9006934	Signal Transduction;Signaling by Receptor Tyrosine Kinases	1
THEM4	ENSG00000159445	R-HSA-162582;R-HSA-168256;R-HSA-9006934	Signal Transduction;Immune System;Signaling by Receptor Tyrosine Kinases	4
THOC7	ENSG00000163634	R-HSA-73857;R-HSA-74160;R-HSA-159236;R-HSA-72202	RNA Polymerase II Transcription;Gene expression (Transcription);Transport of Mature mRNA derived from an Intron-Containing Transcript;Transport of Mature Transcript to Cytoplasm	13
THOP1	ENSG00000172009	R-HSA-168256	Immune System	1
THRA	ENSG00000126351	R-HSA-212436;R-HSA-73857;R-HSA-74160;R-HSA-597592	Generic Transcription Pathway;RNA Polymerase II Transcription;Gene expression (Transcription);Post-translational protein modification	1
THRB	ENSG00000151090	R-HSA-212436;R-HSA-73857;R-HSA-74160;R-HSA-597592	Generic Transcription Pathway;RNA Polymerase II Transcription;Gene expression (Transcription);Post-translational protein modification	7
THSD4	ENSG00000187720	R-HSA-1643685;R-HSA-597592	Disease;Post-translational protein modification	9
THSD7A	ENSG00000005108	R-HSA-1643685;R-HSA-597592	Disease;Post-translational protein modification	13
THSD7B	ENSG00000144229	R-HSA-1643685;R-HSA-597592	Disease;Post-translational protein modification	4
TIAL1	ENSG00000151923	R-HSA-162582;R-HSA-6803529;R-HSA-9006934	Signal Transduction;FGFR2 alternative splicing;Signaling by Receptor Tyrosine Kinases	1
TIAM2	ENSG00000146426	R-HSA-162582	Signal Transduction	1
TICAM1	ENSG00000127666	R-HSA-168256;R-HSA-1643685;R-HSA-937041	Immune System;Disease;IKK complex recruitment mediated by RIP1	10
TIGAR	ENSG00000078237	R-HSA-212436;R-HSA-73857;R-HSA-74160	Generic Transcription Pathway;RNA Polymerase II Transcription;Gene expression (Transcription)	2
TIMMDC1	ENSG00000113845	R-HSA-6799198	Complex I biogenesis	6
TJP2	ENSG00000119139	R-HSA-162582	Signal Transduction	2
TLE1	ENSG00000196781	R-HSA-162582;R-HSA-201722	Signal Transduction;Formation of the beta-catenin:TCF transactivating complex	4
TLE3	ENSG00000140332	R-HSA-162582;R-HSA-201722	Signal Transduction;Formation of the beta-catenin:TCF transactivating complex	12
TLE4	ENSG00000106829	R-HSA-162582;R-HSA-201722	Signal Transduction;Formation of the beta-catenin:TCF transactivating complex	6
TLN1	ENSG00000137076	R-HSA-162582;R-HSA-1266738;R-HSA-1643685;R-HSA-5663202	Signal Transduction;Developmental Biology;Disease;Diseases of signal transduction by growth factor receptors and second messengers	1
TLR1	ENSG00000174125	R-HSA-168256;R-HSA-1461973;R-HSA-1643685;R-HSA-6803157	Immune System;Defensins;Disease;Antimicrobial peptides	19
TLR10	ENSG00000174123	R-HSA-168256;R-HSA-1643685	Immune System;Disease	7
TLR3	ENSG00000164342	R-HSA-168256;R-HSA-1643685	Immune System;Disease	6
TLR4	ENSG00000136869	R-HSA-168256;R-HSA-1643685;R-HSA-937041	Immune System;Disease;IKK complex recruitment mediated by RIP1	7
TMBIM1	ENSG00000135926	R-HSA-168256	Immune System	5
TMED10	ENSG00000170348	R-HSA-8856688;R-HSA-6811434;R-HSA-597592	Golgi-to-ER retrograde transport;COPI-dependent Golgi-to-ER retrograde traffic;Post-translational protein modification	2
TMED5	ENSG00000117500	R-HSA-162582	Signal Transduction	1
TMEM129	ENSG00000168936	R-HSA-8866654;R-HSA-8852135;R-HSA-597592	E3 ubiquitin ligases ubiquitinate target proteins;Protein ubiquitination;Post-translational protein modification	5
TMEM258	ENSG00000134825	R-HSA-1643685;R-HSA-597592	Disease;Post-translational protein modification	24
TMEM30A	ENSG00000112697	R-HSA-168256	Immune System	4
TMEM86B	ENSG00000180089	R-HSA-1482788	Acyl chain remodelling of PC	1
TMOD3	ENSG00000138594	R-HSA-162582;R-HSA-9706574	Signal Transduction;RHOBTB GTPase Cycle	2
TMPO	ENSG00000120802	R-HSA-162582;R-HSA-4419969	Signal Transduction;Depolymerization of the Nuclear Lamina	1
TMPRSS2	ENSG00000184012	R-HSA-1643685	Disease	3
TNC	ENSG00000041982	R-HSA-597592	Post-translational protein modification	14
TNFAIP3	ENSG00000118503	R-HSA-162582;R-HSA-168256;R-HSA-597592	Signal Transduction;Immune System;Post-translational protein modification	21
TNFRSF10A	ENSG00000104689	R-HSA-162582;R-HSA-212436;R-HSA-73857;R-HSA-74160	Signal Transduction;Generic Transcription Pathway;RNA Polymerase II Transcription;Gene expression (Transcription)	6
TNFRSF10B	ENSG00000120889	R-HSA-162582;R-HSA-212436;R-HSA-73857;R-HSA-74160	Signal Transduction;Generic Transcription Pathway;RNA Polymerase II Transcription;Gene expression (Transcription)	7
TNFRSF10C	ENSG00000173535	R-HSA-212436;R-HSA-73857;R-HSA-74160	Generic Transcription Pathway;RNA Polymerase II Transcription;Gene expression (Transcription)	2
TNFRSF10D	ENSG00000173530	R-HSA-162582;R-HSA-212436;R-HSA-73857;R-HSA-74160	Signal Transduction;Generic Transcription Pathway;RNA Polymerase II Transcription;Gene expression (Transcription)	1
TNFRSF11A	ENSG00000141655	R-HSA-1280215;R-HSA-168256	Cytokine Signaling in Immune system;Immune System	16
TNFRSF11B	ENSG00000164761	R-HSA-1280215;R-HSA-168256	Cytokine Signaling in Immune system;Immune System	11
TNFRSF13B	ENSG00000240505	R-HSA-1280215;R-HSA-168256	Cytokine Signaling in Immune system;Immune System	17
TNFRSF14	ENSG00000157873	R-HSA-1280215;R-HSA-168256	Cytokine Signaling in Immune system;Immune System	6
TNFRSF17	ENSG00000048462	R-HSA-1280215;R-HSA-168256	Cytokine Signaling in Immune system;Immune System	1
TNFRSF1A	ENSG00000067182	R-HSA-162582;R-HSA-1280215;R-HSA-168256;R-HSA-449147	Signal Transduction;Cytokine Signaling in Immune system;Immune System;Signaling by Interleukins	5
TNFRSF1B	ENSG00000028137	R-HSA-1280215;R-HSA-168256;R-HSA-449147;R-HSA-6785807	Cytokine Signaling in Immune system;Immune System;Signaling by Interleukins;Interleukin-4 and Interleukin-13 signaling	3
TNFRSF4	ENSG00000186827	R-HSA-1280215;R-HSA-168256	Cytokine Signaling in Immune system;Immune System	1
TNFRSF6B	ENSG00000243509	R-HSA-1280215;R-HSA-168256	Cytokine Signaling in Immune system;Immune System	11
TNFRSF8	ENSG00000120949	R-HSA-1280215;R-HSA-168256	Cytokine Signaling in Immune system;Immune System	6
TNFRSF9	ENSG00000049249	R-HSA-1280215;R-HSA-168256	Cytokine Signaling in Immune system;Immune System	3
TNFSF10	ENSG00000121858	R-HSA-162582	Signal Transduction	6
TNFSF11	ENSG00000120659	R-HSA-1280215;R-HSA-168256;R-HSA-1266738	Cytokine Signaling in Immune system;Immune System;Developmental Biology	14
TNFSF12	ENSG00000239697	R-HSA-1280215;R-HSA-168256	Cytokine Signaling in Immune system;Immune System	7
TNFSF13	ENSG00000161955	R-HSA-1280215;R-HSA-168256;R-HSA-450520	Cytokine Signaling in Immune system;Immune System;HuR (ELAVL1) binds and stabilizes mRNA	7
TNFSF14	ENSG00000125735	R-HSA-1280215;R-HSA-168256	Cytokine Signaling in Immune system;Immune System	2
TNFSF15	ENSG00000181634	R-HSA-1280215;R-HSA-168256	Cytokine Signaling in Immune system;Immune System	19
TNFSF18	ENSG00000120337	R-HSA-1280215;R-HSA-168256	Cytokine Signaling in Immune system;Immune System	7
TNFSF4	ENSG00000117586	R-HSA-1280215;R-HSA-168256	Cytokine Signaling in Immune system;Immune System	16
TNFSF8	ENSG00000106952	R-HSA-1280215;R-HSA-168256	Cytokine Signaling in Immune system;Immune System	8
TNIP1	ENSG00000145901	R-HSA-597592	Post-translational protein modification	16
TNIP2	ENSG00000168884	R-HSA-1280215;R-HSA-168256;R-HSA-449147;R-HSA-597592	Cytokine Signaling in Immune system;Immune System;Signaling by Interleukins;Post-translational protein modification	5
TNIP3	ENSG00000050730	R-HSA-597592	Post-translational protein modification	4
TNKS	ENSG00000173273	R-HSA-162582;R-HSA-1643685;R-HSA-5663202;R-HSA-597592	Signal Transduction;Disease;Diseases of signal transduction by growth factor receptors and second messengers;Post-translational protein modification	7
TNKS1BP1	ENSG00000149115	R-HSA-212436;R-HSA-73857;R-HSA-429947;R-HSA-1266738;R-HSA-74160	Generic Transcription Pathway;RNA Polymerase II Transcription;Deadenylation of mRNA;Developmental Biology;Gene expression (Transcription)	1
TNKS2	ENSG00000107854	R-HSA-162582;R-HSA-1643685;R-HSA-5663202;R-HSA-597592	Signal Transduction;Disease;Diseases of signal transduction by growth factor receptors and second messengers;Post-translational protein modification	1
TNPO1	ENSG00000083312	R-HSA-9615933;R-HSA-5620924	Postmitotic nuclear pore complex (NPC) reformation;Intraflagellar transport	5
TNRC6A	ENSG00000090905	R-HSA-162582;R-HSA-212436;R-HSA-73857;R-HSA-1266738;R-HSA-74160;R-HSA-5578749;R-HSA-211000	Signal Transduction;Generic Transcription Pathway;RNA Polymerase II Transcription;Developmental Biology;Gene expression (Transcription);Transcriptional regulation by small RNAs;Gene Silencing by RNA	9
TNRC6B	ENSG00000100354	R-HSA-162582;R-HSA-212436;R-HSA-73857;R-HSA-1266738;R-HSA-74160;R-HSA-211000	Signal Transduction;Generic Transcription Pathway;RNA Polymerase II Transcription;Developmental Biology;Gene expression (Transcription);Gene Silencing by RNA	9
TNRC6C	ENSG00000078687	R-HSA-162582;R-HSA-212436;R-HSA-73857;R-HSA-1266738;R-HSA-74160;R-HSA-1643685;R-HSA-211000;R-HSA-5663202	Signal Transduction;Generic Transcription Pathway;RNA Polymerase II Transcription;Developmental Biology;Gene expression (Transcription);Disease;Gene Silencing by RNA;Diseases of signal transduction by growth factor receptors and second messengers	1
TNS3	ENSG00000136205	R-HSA-162582;R-HSA-9006934	Signal Transduction;Signaling by Receptor Tyrosine Kinases	15
TOLLIP	ENSG00000078902	R-HSA-1280215;R-HSA-168256;R-HSA-449147	Cytokine Signaling in Immune system;Immune System;Signaling by Interleukins	1
TOM1	ENSG00000100284	R-HSA-168256	Immune System	1
TOMM20	ENSG00000173726	R-HSA-597592	Post-translational protein modification	2
TOP1	ENSG00000198900	R-HSA-4615885;R-HSA-597592	SUMOylation of DNA replication proteins;Post-translational protein modification	7
TOP2B	ENSG00000077097	R-HSA-4615885;R-HSA-597592	SUMOylation of DNA replication proteins;Post-translational protein modification	1
TOP3A	ENSG00000177302	R-HSA-212436;R-HSA-73857;R-HSA-74160;R-HSA-1643685	Generic Transcription Pathway;RNA Polymerase II Transcription;Gene expression (Transcription);Disease	1
TOR1AIP1	ENSG00000143337	R-HSA-162582	Signal Transduction	1
TP53	ENSG00000141510	R-HSA-162582;R-HSA-1280215;R-HSA-212436;R-HSA-168256;R-HSA-73857;R-HSA-1266738;R-HSA-74160;R-HSA-1643685;R-HSA-449147;R-HSA-9819196;R-HSA-8941855;R-HSA-5663202;R-HSA-597592;R-HSA-6785807;R-HSA-8878159	Signal Transduction;Cytokine Signaling in Immune system;Generic Transcription Pathway;Immune System;RNA Polymerase II Transcription;Developmental Biology;Gene expression (Transcription);Disease;Signaling by Interleukins;Zygotic genome activation (ZGA);RUNX3 regulates CDKN1A transcription;Diseases of signal transduction by growth factor receptors and second messengers;Post-translational protein modification;Interleukin-4 and Interleukin-13 signaling;Transcriptional regulation by RUNX3	42
TP53INP1	ENSG00000164938	R-HSA-212436;R-HSA-73857;R-HSA-74160	Generic Transcription Pathway;RNA Polymerase II Transcription;Gene expression (Transcription)	5
TP63	ENSG00000073282	R-HSA-212436;R-HSA-73857;R-HSA-74160	Generic Transcription Pathway;RNA Polymerase II Transcription;Gene expression (Transcription)	16
TP73	ENSG00000078900	R-HSA-212436;R-HSA-73857;R-HSA-74160	Generic Transcription Pathway;RNA Polymerase II Transcription;Gene expression (Transcription)	1
TPCN2	ENSG00000162341	R-HSA-2672351	Stimuli-sensing channels	17
TPGS2	ENSG00000134779	R-HSA-8955332;R-HSA-597592	Carboxyterminal post-translational modifications of tubulin;Post-translational protein modification	3
TPH1	ENSG00000129167	R-HSA-162582;R-HSA-209776;R-HSA-9006934	Signal Transduction;Metabolism of amine-derived hormones;Signaling by Receptor Tyrosine Kinases	1
TPM4	ENSG00000167460	R-HSA-162582;R-HSA-1643685;R-HSA-5663202	Signal Transduction;Disease;Diseases of signal transduction by growth factor receptors and second messengers	2
TPO	ENSG00000115705	R-HSA-209776	Metabolism of amine-derived hormones	7
TPP2	ENSG00000134900	R-HSA-168256	Immune System	1
TPRX2	ENSG00000259009	R-HSA-1266738;R-HSA-9819196	Developmental Biology;Zygotic genome activation (ZGA)	2
TPTE	ENSG00000274391	R-HSA-1660514	Synthesis of PIPs at the Golgi membrane	1
TPTE2	ENSG00000132958	R-HSA-1660514	Synthesis of PIPs at the Golgi membrane	1
TRA2B	ENSG00000136527	R-HSA-162582;R-HSA-9013422;R-HSA-9706574	Signal Transduction;RHOBTB1 GTPase cycle;RHOBTB GTPase Cycle	1
TRAF1	ENSG00000056558	R-HSA-162582	Signal Transduction	8
TRAF3	ENSG00000131323	R-HSA-1280215;R-HSA-168256;R-HSA-1643685;R-HSA-597592	Cytokine Signaling in Immune system;Immune System;Disease;Post-translational protein modification	19
TRAF3IP1	ENSG00000204104	R-HSA-5620924	Intraflagellar transport	1
TRAK2	ENSG00000115993	R-HSA-162582	Signal Transduction	1
TRAM1	ENSG00000067167	R-HSA-72766;R-HSA-1799339	Translation;SRP-dependent cotranslational protein targeting to membrane	1
TRAP1	ENSG00000126602	R-HSA-71403	Citric acid cycle (TCA cycle)	1
TRAPPC10	ENSG00000160218	R-HSA-9007101;R-HSA-597592	Rab regulation of trafficking;Post-translational protein modification	1
TRAPPC11	ENSG00000168538	R-HSA-9007101	Rab regulation of trafficking	1
TRAPPC13	ENSG00000113597	R-HSA-9007101	Rab regulation of trafficking	1
TRAPPC3	ENSG00000054116	R-HSA-9007101;R-HSA-597592	Rab regulation of trafficking;Post-translational protein modification	1
TRAPPC4	ENSG00000196655	R-HSA-9007101;R-HSA-597592	Rab regulation of trafficking;Post-translational protein modification	1
TRAPPC9	ENSG00000167632	R-HSA-9007101;R-HSA-597592	Rab regulation of trafficking;Post-translational protein modification	1
TRAT1	ENSG00000163519	R-HSA-162582;R-HSA-168256;R-HSA-1643685;R-HSA-5663202	Signal Transduction;Immune System;Disease;Diseases of signal transduction by growth factor receptors and second messengers	4
TREH	ENSG00000118094	R-HSA-8963743;R-HSA-8935690	Digestion and absorption;Digestion	6
TREM2	ENSG00000095970	R-HSA-168256;R-HSA-1266738	Immune System;Developmental Biology	2
TREML2	ENSG00000112195	R-HSA-168256	Immune System	3
TRHR	ENSG00000174417	R-HSA-162582	Signal Transduction	1
TRIB1	ENSG00000173334	R-HSA-162582;R-HSA-9006934	Signal Transduction;Signaling by Receptor Tyrosine Kinases	39
TRIM14	ENSG00000106785	R-HSA-1280215;R-HSA-168256	Cytokine Signaling in Immune system;Immune System	1
TRIM29	ENSG00000137699	R-HSA-1280215;R-HSA-168256	Cytokine Signaling in Immune system;Immune System	1
TRIM32	ENSG00000119401	R-HSA-168256	Immune System	18
TRIM33	ENSG00000197323	R-HSA-162582;R-HSA-212436;R-HSA-73857;R-HSA-1266738;R-HSA-74160;R-HSA-2173793	Signal Transduction;Generic Transcription Pathway;RNA Polymerase II Transcription;Developmental Biology;Gene expression (Transcription);Transcriptional activity of SMAD2/SMAD3:SMAD4 heterotrimer	1
TRIM35	ENSG00000104228	R-HSA-1280215;R-HSA-168256	Cytokine Signaling in Immune system;Immune System	1
TRIM36	ENSG00000152503	R-HSA-168256	Immune System	7
TRIM37	ENSG00000108395	R-HSA-168256	Immune System	2
TRIM46	ENSG00000163462	R-HSA-1280215;R-HSA-168256	Cytokine Signaling in Immune system;Immune System	4
TRIM48	ENSG00000150244	R-HSA-1280215;R-HSA-168256	Cytokine Signaling in Immune system;Immune System	4
TRIM5	ENSG00000132256	R-HSA-1280215;R-HSA-168256	Cytokine Signaling in Immune system;Immune System	2
TRIM63	ENSG00000158022	R-HSA-212436;R-HSA-168256;R-HSA-73857;R-HSA-74160	Generic Transcription Pathway;Immune System;RNA Polymerase II Transcription;Gene expression (Transcription)	1
TRIM69	ENSG00000185880	R-HSA-168256	Immune System	1
TRIM71	ENSG00000206557	R-HSA-168256	Immune System	3
TRIM8	ENSG00000171206	R-HSA-1280215;R-HSA-168256	Cytokine Signaling in Immune system;Immune System	2
TRIO	ENSG00000038382	R-HSA-162582;R-HSA-1266738	Signal Transduction;Developmental Biology	1
TRIP12	ENSG00000153827	R-HSA-168256	Immune System	1
TRPA1	ENSG00000104321	R-HSA-2672351	Stimuli-sensing channels	2
TRPC3	ENSG00000138741	R-HSA-162582;R-HSA-212436;R-HSA-73857;R-HSA-1266738;R-HSA-74160;R-HSA-418890;R-HSA-2672351	Signal Transduction;Generic Transcription Pathway;RNA Polymerase II Transcription;Developmental Biology;Gene expression (Transcription);Role of second messengers in netrin-1 signaling;Stimuli-sensing channels	1
TRPC4	ENSG00000133107	R-HSA-1266738;R-HSA-418890;R-HSA-2672351	Developmental Biology;Role of second messengers in netrin-1 signaling;Stimuli-sensing channels	1
TRPC4AP	ENSG00000100991	R-HSA-2672351	Stimuli-sensing channels	12
TRPC6	ENSG00000137672	R-HSA-162582;R-HSA-1266738;R-HSA-418890;R-HSA-2672351	Signal Transduction;Developmental Biology;Role of second messengers in netrin-1 signaling;Stimuli-sensing channels	2
TRPC7	ENSG00000069018	R-HSA-162582;R-HSA-1266738;R-HSA-418890;R-HSA-2672351	Signal Transduction;Developmental Biology;Role of second messengers in netrin-1 signaling;Stimuli-sensing channels	1
TRPM3	ENSG00000083067	R-HSA-2672351	Stimuli-sensing channels	2
TRPM6	ENSG00000119121	R-HSA-2672351	Stimuli-sensing channels	2
TRPM8	ENSG00000144481	R-HSA-2672351	Stimuli-sensing channels	4
TRPV4	ENSG00000111199	R-HSA-2672351	Stimuli-sensing channels	3
TRPV5	ENSG00000127412	R-HSA-2672351	Stimuli-sensing channels	3
TRPV6	ENSG00000165125	R-HSA-2672351	Stimuli-sensing channels	2
TSC2	ENSG00000103197	R-HSA-162582;R-HSA-212436;R-HSA-73857;R-HSA-74160;R-HSA-1643685;R-HSA-380972;R-HSA-8854214;R-HSA-165159;R-HSA-9007101;R-HSA-5663202	Signal Transduction;Generic Transcription Pathway;RNA Polymerase II Transcription;Gene expression (Transcription);Disease;Energy dependent regulation of mTOR by LKB1-AMPK;TBC/RABGAPs;MTOR signalling;Rab regulation of trafficking;Diseases of signal transduction by growth factor receptors and second messengers	1
TSC22D1	ENSG00000102804	R-HSA-1266738	Developmental Biology	1
TSEN15	ENSG00000198860	R-HSA-6784531	tRNA processing in the nucleus	8
TSEN2	ENSG00000154743	R-HSA-6784531	tRNA processing in the nucleus	4
TSFM	ENSG00000123297	R-HSA-72766;R-HSA-5389840;R-HSA-5368287	Translation;Mitochondrial translation elongation;Mitochondrial translation	5
TSHR	ENSG00000165409	R-HSA-162582	Signal Transduction	10
TSLP	ENSG00000145777	R-HSA-1280215;R-HSA-168256;R-HSA-449147	Cytokine Signaling in Immune system;Immune System;Signaling by Interleukins	25
TSN	ENSG00000211460	R-HSA-74160;R-HSA-211000	Gene expression (Transcription);Gene Silencing by RNA	1
TSPAN14	ENSG00000108219	R-HSA-168256	Immune System	8
TSPOAP1	ENSG00000005379	R-HSA-264642;R-HSA-210500;R-HSA-196108;R-HSA-212676;R-HSA-8957322;R-HSA-181429;R-HSA-112310	Acetylcholine Neurotransmitter Release Cycle;Glutamate Neurotransmitter Release Cycle;Pregnenolone biosynthesis;Dopamine Neurotransmitter Release Cycle;Metabolism of steroids;Serotonin Neurotransmitter Release Cycle;Neurotransmitter release cycle	3
TTC21B	ENSG00000123607	R-HSA-162582;R-HSA-5620924	Signal Transduction;Intraflagellar transport	3
TTL	ENSG00000114999	R-HSA-8955332;R-HSA-597592	Carboxyterminal post-translational modifications of tubulin;Post-translational protein modification	1
TTLL1	ENSG00000100271	R-HSA-8955332;R-HSA-597592	Carboxyterminal post-translational modifications of tubulin;Post-translational protein modification	1
TTLL10	ENSG00000162571	R-HSA-8955332;R-HSA-597592	Carboxyterminal post-translational modifications of tubulin;Post-translational protein modification	1
TTLL11	ENSG00000175764	R-HSA-8955332;R-HSA-597592	Carboxyterminal post-translational modifications of tubulin;Post-translational protein modification	2
TTLL2	ENSG00000120440	R-HSA-8955332;R-HSA-597592	Carboxyterminal post-translational modifications of tubulin;Post-translational protein modification	2
TTLL4	ENSG00000135912	R-HSA-8955332;R-HSA-597592	Carboxyterminal post-translational modifications of tubulin;Post-translational protein modification	2
TTLL5	ENSG00000119685	R-HSA-8955332;R-HSA-597592	Carboxyterminal post-translational modifications of tubulin;Post-translational protein modification	2
TTLL6	ENSG00000170703	R-HSA-8955332;R-HSA-597592	Carboxyterminal post-translational modifications of tubulin;Post-translational protein modification	2
TTLL7	ENSG00000137941	R-HSA-8955332;R-HSA-597592	Carboxyterminal post-translational modifications of tubulin;Post-translational protein modification	9
TTLL8	ENSG00000138892	R-HSA-8955332;R-HSA-597592	Carboxyterminal post-translational modifications of tubulin;Post-translational protein modification	2
TTYH1	ENSG00000167614	R-HSA-2672351	Stimuli-sensing channels	1
TTYH3	ENSG00000136295	R-HSA-2672351	Stimuli-sensing channels	1
TUBA1C	ENSG00000167553	R-HSA-162582;R-HSA-389977;R-HSA-1280215;R-HSA-168256;R-HSA-1266738;R-HSA-389957;R-HSA-190861;R-HSA-389958;R-HSA-1643685;R-HSA-9646399;R-HSA-9668328;R-HSA-5620924;R-HSA-8856688;R-HSA-6811434;R-HSA-437239;R-HSA-8955332;R-HSA-157858;R-HSA-983189;R-HSA-190828;R-HSA-597592	Signal Transduction;Post-chaperonin tubulin folding pathway;Cytokine Signaling in Immune system;Immune System;Developmental Biology;Prefoldin mediated transfer of substrate  to CCT/TriC;Gap junction assembly;Cooperation of Prefoldin and TriC/CCT  in actin and tubulin folding;Disease;Aggrephagy;Sealing of the nuclear envelope (NE) by ESCRT-III;Intraflagellar transport;Golgi-to-ER retrograde transport;COPI-dependent Golgi-to-ER retrograde traffic;Recycling pathway of L1;Carboxyterminal post-translational modifications of tubulin;Gap junction trafficking and regulation;Kinesins;Gap junction trafficking;Post-translational protein modification	5
TUBA8	ENSG00000183785	R-HSA-162582;R-HSA-389977;R-HSA-1280215;R-HSA-168256;R-HSA-1266738;R-HSA-190861;R-HSA-389958;R-HSA-1643685;R-HSA-9646399;R-HSA-9668328;R-HSA-8856688;R-HSA-6811434;R-HSA-437239;R-HSA-8955332;R-HSA-157858;R-HSA-983189;R-HSA-190828;R-HSA-597592	Signal Transduction;Post-chaperonin tubulin folding pathway;Cytokine Signaling in Immune system;Immune System;Developmental Biology;Gap junction assembly;Cooperation of Prefoldin and TriC/CCT  in actin and tubulin folding;Disease;Aggrephagy;Sealing of the nuclear envelope (NE) by ESCRT-III;Golgi-to-ER retrograde transport;COPI-dependent Golgi-to-ER retrograde traffic;Recycling pathway of L1;Carboxyterminal post-translational modifications of tubulin;Gap junction trafficking and regulation;Kinesins;Gap junction trafficking;Post-translational protein modification	5
TUBB1	ENSG00000101162	R-HSA-162582;R-HSA-389977;R-HSA-1280215;R-HSA-168256;R-HSA-1266738;R-HSA-389957;R-HSA-190861;R-HSA-389958;R-HSA-1643685;R-HSA-9646399;R-HSA-9668328;R-HSA-5620924;R-HSA-8856688;R-HSA-6811434;R-HSA-437239;R-HSA-8955332;R-HSA-157858;R-HSA-983189;R-HSA-190828;R-HSA-597592	Signal Transduction;Post-chaperonin tubulin folding pathway;Cytokine Signaling in Immune system;Immune System;Developmental Biology;Prefoldin mediated transfer of substrate  to CCT/TriC;Gap junction assembly;Cooperation of Prefoldin and TriC/CCT  in actin and tubulin folding;Disease;Aggrephagy;Sealing of the nuclear envelope (NE) by ESCRT-III;Intraflagellar transport;Golgi-to-ER retrograde transport;COPI-dependent Golgi-to-ER retrograde traffic;Recycling pathway of L1;Carboxyterminal post-translational modifications of tubulin;Gap junction trafficking and regulation;Kinesins;Gap junction trafficking;Post-translational protein modification	3
TUBB3	ENSG00000258947	R-HSA-162582;R-HSA-389977;R-HSA-1280215;R-HSA-168256;R-HSA-1266738;R-HSA-389957;R-HSA-190861;R-HSA-389958;R-HSA-1643685;R-HSA-9646399;R-HSA-9668328;R-HSA-5620924;R-HSA-8856688;R-HSA-6811434;R-HSA-437239;R-HSA-8955332;R-HSA-157858;R-HSA-983189;R-HSA-190828;R-HSA-597592	Signal Transduction;Post-chaperonin tubulin folding pathway;Cytokine Signaling in Immune system;Immune System;Developmental Biology;Prefoldin mediated transfer of substrate  to CCT/TriC;Gap junction assembly;Cooperation of Prefoldin and TriC/CCT  in actin and tubulin folding;Disease;Aggrephagy;Sealing of the nuclear envelope (NE) by ESCRT-III;Intraflagellar transport;Golgi-to-ER retrograde transport;COPI-dependent Golgi-to-ER retrograde traffic;Recycling pathway of L1;Carboxyterminal post-translational modifications of tubulin;Gap junction trafficking and regulation;Kinesins;Gap junction trafficking;Post-translational protein modification	4
TUFM	ENSG00000178952	R-HSA-1643685;R-HSA-72766;R-HSA-5389840;R-HSA-5368287	Disease;Translation;Mitochondrial translation elongation;Mitochondrial translation	4
TULP4	ENSG00000130338	R-HSA-597592	Post-translational protein modification	1
TUSC3	ENSG00000104723	R-HSA-5223345;R-HSA-1643685;R-HSA-597592	Miscellaneous transport and binding events;Disease;Post-translational protein modification	2
TWIST1	ENSG00000122691	R-HSA-1280215;R-HSA-212436;R-HSA-168256;R-HSA-73857;R-HSA-74160;R-HSA-1643685;R-HSA-449147;R-HSA-5663202;R-HSA-6785807	Cytokine Signaling in Immune system;Generic Transcription Pathway;Immune System;RNA Polymerase II Transcription;Gene expression (Transcription);Disease;Signaling by Interleukins;Diseases of signal transduction by growth factor receptors and second messengers;Interleukin-4 and Interleukin-13 signaling	30
TWIST2	ENSG00000233608	R-HSA-212436;R-HSA-73857;R-HSA-74160	Generic Transcription Pathway;RNA Polymerase II Transcription;Gene expression (Transcription)	4
TXK	ENSG00000074966	R-HSA-168256	Immune System	1
